reponame,developer1,developer2,developer3,developer4,developer5,developer6,developer7,developer8,developer9,developer10,developer11,developer12,developer13,developer14,developer15,developer16,developer17,developer18,developer19,developer20,developer21,developer22,developer23,developer24,developer25,developer26,developer27,developer28,developer29,developer30
scylladb/scylla-cluster-tests,fruch,fgelcer,soyacz,aleksbykov,vponomaryov,roydahan,yarongilor,ShlomiBalalis,Mark-Gurevich,juliayakovlev,temichus,k0machi,enaydanov,dkropachev,yaronkaikov,ilya-rarov,mykaul,tchaikov,amnonh,ptrsmrn,rayakurl,eliransin,Annamikhlin,xemul,elcallio,vladzcloudius,asias,michoecho,avikivity,
SDWebImage/SDWebImage,dreampiggy,cheng-ren,Lguanghui,Mervin1024,mTz0206,zhouyantongiosDev,fattiger00,icoder33,xmollv,Iron-Ham,kmaschke85,mfd2144,Gizmeondevwip,semenag01,brennobemoura,pathfinder1989,123sunxiaolin,erikkerber,weilihua,ivanwhk,chokokatana,huoda1237,ifbowen,a7340103,gaoyuqiang,sunke-1089,kukuBin,JXUnx1,Qwet3412,cikichen
seaweedfs/seaweedfs,chrislusf,kmlebedev,wusongANKANG,mervynzhang,bai-jie,shichanglin5,agipson33,werdnum,htsnorman,enspritz,Numblgw,zemul,achetronic,SmsS4,hencoappel,D13410N3,dalbani,mhameed,meotimdihia,itzhoujun,Ruakij,douardda,YevgeniyGapchenko,Volemon,Zen3515,Alansyf,Dando-Real-ITA,yeganemehr,kvaster,natmaka
sebastianbergmann/php-code-coverage,sebastianbergmann,localheinz,steevanb,AJenbo,Dariusz385,Slamdunk,vodevel,robopzet,jrfnl,dvdoug,HorvathPeterHub,zhuang111,Csardelacal,hemberger,LocalHeroPro,derickr,,,,,,,,,,,,,,
sebastianbergmann/phpunit,sebastianbergmann,localheinz,SakiTakamachi,mvorisek,ro0NL,jrfnl,theseer,janopae,anomiex,drealecs,Wulfheart,nicolas-grekas,lombervid,code-distortion,eusonlito,llaville,brendt,oleg-andreyev,peter-mw,robiningelbrecht,vjik,donquixote,speller,tchalvak,davisngl,davwheat,NORDCOMPCZ,BafS,srtfisher,benblub
seL4/seL4,Ivan-Velickovic,lsf37,axel-h,kent-mcleod,Indanz,JorgeMVP,andybui01,yyshen,gernotheiser,elmankku,chrisguikema,maaaat,abrandnewusername,heshamelmatary,Furao,JCisle,nomadeel,lucypa,ArthurW404,canarysnort01,ratmice,,,,,,,,,
Seldaek/monolog,Seldaek,Chris53897,stof,fredden,JohJohan,cosminardeleanu,limingxinleo,killua-eu,DannyvdSluijs,LiamFry,kukudeliu,lddtime,dkarlovi,usernamehogehoge,geangontijo,BrianMwit,jrantwijk,zeyser,alexpozzi,liutaot,galtsevt,kkreft,SamAsEnd,connect-javed001,sudo-plz,AC-Lover,HenriqueAmrl,rainerzufall081572,zerowebcorp,
SelfControlApp/selfcontrol,user8291282,aliaksandrb,gob35,ThDag,adiram359,pnatale,amalalal,parkwaycraw,Pookeyblow,ramyzhang,andreylysenko,,,,,,,,,,,,,,,,,,,
semver/semver.org,danny0838,JohnTitor,hwhsu1231,skarmoutsosv,lxmarinkovic,walkeralencar,ntk148v,Belingheri,Woodpile37,platinumwill,meokullu,Mar181-arc,tbjgolden,loganmarchione,zerng07,ymcheung,Catossun,anhtuan3996,Brli,taringamberini,,,,,,,,,,
semver/semver,ljharb,jwdonahue,JohnTitor,steveklabnik,Kyle-Ye,steinybot,FichteFoll,hugollm,Nikasyo25,spenserblack,jonlittleopencomp,BigTurtle8,eibhear-from-athlone,mkarg,cklim6,Ramsalm1,enezmmt,HUMMER-3,paulober,Lucassis7,bhetland,User670,ttous,chonton,istrasci,Pitel,Kellybaines,jenstroeger,WayneSherman,elijaholmos
servo/servo,mrobinson,bors-servo,Loirooriol,mukilan,jdm,sagudev,stshine,servo-wpt-sync,atbrakhi,mrego,delan,CYBAI,ohno418,atouchet,emilio,switchpiggy,fabricedesre,MendyBerger,dvtkrlbs,michaelgrigoryan25,paricbat,andreubotella,charlesxsh,wusyong,obsidianical,luphoria,VitalyAnkh,shanehandley,nicoburns,aurora1369
sevntu-checkstyle/sevntu.checkstyle,rnveach,romani,coveralls,stoyanK7,Vyom-Yadav,pci-mthompson,Bananeweizen,nrmancuso,muhlba91,,,,,,,,,,,,,,,,,,,,,
shadowsocks/shadowsocks-windows,chenshaoju,ajavaboy666,iclgg,seniorweasel,unknownUser99999,MIA123MIA321,tigerfans,dik23,zedifen,Magiclyan,Bortik322,oylm1234,zZZ-github-life,vrjure,jingyuLin1999,MARVEL001,aldington-david,aaa-aa-a,lymhlovesky,Just-Prog,MBRjun,Huaxidesu,Steve-337,gouduyao,miss-fang,AirFusion45,LYCX2015,Aloento,bdbai,wuranjia
sharetribe/flex-docs,SariSaar,thomas-rocca,thomasmalbaux,shareoc,Schwerbelastung,Luis-RG,froggo96,bladealslayer,Gnito,Kusti,,,,,,,,,,,,,,,,,,,,
shedskin/shedskin,srepmub,shakfu,folkertvanheusden,retsyo,humhue,cyw3,ivmai,kimstik,,,,,,,,,,,,,,,,,,,,,,
shish/shimmie2,shish,diamondsw,luanalatte,tegaki-tegaki,OhGodItsBroken,HaveANiceDay21,gstrauss,Daveo7,,,,,,,,,,,,,,,,,,,,,,
shlomif/PySolFC,joeraz,Arthusppp,kingjon3377,delvydo,shlomif,littledog33,bjarkih1977,RichCat6,bps86,mlmatlock,Arcorann,RealVegOs,Anomalocaridid,,,,,,,,,,,,,,,,,
Shopify/liquid,adamklingbaum,shainaraskas,samdoiron,jg-rp,charlespwd,Maaarcocr,galbaras,lucianosousa,masserra,liudonghua123,precha1989,pastramahodu,mnsmasum62786,isaacbowen,moritz-pv,mcvinci,Rahulmevincedev,robertasg,JLoppert,bigskillet,gmalette,BaggioGiacomo,mahmoudmoravej,naadeiii,MLDMoritz,FalconPilot,galmis,Accudio,MrHinsh,davidfmiller
Shopify/shopify-api-ruby,paulomarg,nelsonwittwer,sterrym,brock-rb2t,AnthonyRobertson17,DuncanUszkay1,jagthedrummer,mkevinosullivan,pacocastrotech,fmichaut-diff,fourseven,rtymchyk,takp,matthewlein,flavio-b,amoughnie,porterbayne,key88sf,nickmealey,kirillplatonov,berniechiu,skillmatic-co,ClaytonPassmore,vfonic,gsempe,will-in-wi,fedxgibson,scart88,schonert,MikeParkin
Shopify/shopify/app,nelsonwittwer,paulomarg,gcaprio,kirillplatonov,flavio-b,resistorsoftware,key88sf,BaggioGiacomo,mkevinosullivan,Trimakas,djkgamc,jvsidler,CaioFML,johnAirRobe,porterbayne,vfonic,jackculpan,hardik355,Muttahhar,schonert,janklimo,zkusznir,nickpith,BranLiang,yogodoshi,teddyhwang,skillmatic-co,jagthedrummer,,
showdownjs/showdown,tivie,tunetheweb,georgeiliadis91,slenderstudios,gorgatron1,msk4862,diogen737,bene51,RicoTrevisan,wintifrosch,killerbytes,flynx,FreezingChima,AustinBrrtt,RadenAR,ndu2,ShinChven,,,,,,,,,,,,,
sidekiq/sidekiq,mperham,MrJoy,GSoustradeIceberg,tooney92,krasnoukhov,Script47,raybaxter,javierjulio,letiesperon,guizaols,skipkayhil,manu3569,mattalbright,taylorthurlow,Bhumika2015,gaffney,wjessop,Linuus,ioquatix,nateberkopec,mcheemaa,swiknaba,weilandia,fatkodima,kwugirl,krainboltgreene,pineman,sulleh,matteeyah,axelerator
signalapp/Signal-Android,cody-signal,nicholas-signal,greyson-signal,bhlevca,Sgn-32,Paulchen232,clark-signal,Wojtaz0w,g1a55er,Meteor0id,MorgeMoensch,alex-signal,rashad-signal,sofodrift,derMart,clauz9,arnowelzel,piratOLD,codeonblocks,1nikolas,MartinX3,DaveSaah,Herohtar,UserX404,Tursko,bhaskarraksahb,FPanoneos,jrose-signal,chaoscommander,ryannathans
signumsoftware/framework,olmobrutall,MehdyKarimpour,mehdy-karimpour,RezaNosratabad,AlejandroCano,KonstantinLukaschenko,JovanovicNatasa,rezanos,,,,,,,,,,,,,,,,,,,,,,
silverstripe/silverstripe-framework,GuySartorelli,emteknetnz,lekoala,michalkleiner,sabina-talipova,andrewandante,maxime-rainville,xini,kevingroeger,sunnysideup,kinglozzer,blueo,beerbohmdo,josephlewisnz,mfendeksilverstripe,chrispenny,satrun77,TheBnl,elliot-sawyer,sb-relaxt-at,lerni,mikenuguid,mikey-harveycameron,tiller1010,catharsisjelly,dcentrica,SvenWesterlaken,mlewis-everley,NightJar,xyphoid
SimpleITK/SimpleITK,blowekamp,zivy,dave3d,NirutaDhimal,N-Dekker,PolarBean,DavidMGT,Volodimirich,Kevin-DIDIER,DrDryg,Harry-KIT,neuronflow,dzenanz,Marsxpc,,,,,,,,,,,,,,,,
SimpleMachines/SMF,sbulen,jdarwood007,Sesquipedalian,DiegoAndresCortes,m4z,live627,isaak654,dragomano,albertlast,LexArma,RainRat,viulian,BrickOzp,TwitchisMental,KrillinsWorld,JetzeMellema,indyrcpilot,lurkalot,Randem06,Trekkie101,jeffythedragonslayer,dullboy3,frandominguezl,Flavio93Zena,Turrican3,,,,,
simplepie/simplepie,Art4,jtojnar,mblaney,ArondeParon,skyzyx,ColonelMoutarde,theamoeba,kevinbowen777,Maikuolan,,,,,,,,,,,,,,,,,,,,,
sinatra/sinatra,dentarg,jdelStrother,jevin,ntkme,jkowens,jeremyevans,carlwiedemann,benpickles,lucaskanashiro,mikevoets,ddanurwenda,ioquatix,todd-a-jacobs,,,,,,,,,,,,,,,,,
sinonjs/sinon,fatso83,mroderick,bojavou,AviVahl,CreativeTechGuy,eugenet8k,t1a2l,regseb,lozadaOmr,hrai,darcyrush,markpsiano,hustlerman,hangjit-domain,assertnotnull,tjunghans,eveadele,McFoggy,gnclmorais,zmknox,,,,,,,,,,
slact/nchan,fabiorush,daviddeutsch,piotr-lwks,panperla,slact,bublikOff,Kurasami,,,,,,,,,,,,,,,,,,,,,,,
slick/slick,nafg,mdedetrich,scala-steward,xuwei-k,jkugiya,sebastianrozyczka,djx314,mkurz,alexFrankfurt,MarmaladeSky,hanini-git,talha-sen-carbon,Daxten,SethTisue,,,,,,,,,,,,,,,,
slim-template/slim,minad,czj,tainoe,kadru,techdude,dentarg,,,,,,,,,,,,,,,,,,,,,,,,
smicallef/spiderfoot,RA80533,bcoles,MiChaelinzo,sam5epi0l,gitadvisor,pyx9999,smicallef,codecov-commenter,spameier,AnonymousWP,ashhad,VirtualAjatus,john-7777,PeterDaveHello,tknecht,DSGuglielmo,z0mig,U53RW4R3,alirf81,CodeSyncio,santiago-mooser,WebBreacher,simillo01,,,,,,,
smogon/pokemon-showdown,KrisXV,AnnikaCodes,Seerd,livid-washed,adrivrie,DaWoblefet,Karthik99999,ACakeWearingAHat,mia-pi-git,TomOfTomKat,Slayer95,KennedyLFC,Dirain1700,singiamtel,smudgerox,pyuk-bot,Petuuuhhh,qwertystrargs,Thinkerino,HisuianZoroark,Lionyx,jzfraser,MathyFurret,dot-Comfey,DieterReinert,CheeseMuffin,nigelrobbins3,placuszek15,EggMuncherSupreme,monsanto
snazzy-d/sdc,deadalnix,maxhaton,MrSmith33,John-Colvin,JohanEngelen,denizzzka,dejlek,bhelyer,,,,,,,,,,,,,,,,,,,,,,
snc/SncRedisBundle,ostrolucky,tillkruss,franmomu,mevdschee,AntoineVallerand,ahmed-bhs,rguennichi,HypeMC,tourze,OskarStark,numediaweb,ShytN1k,ywcdiao,p4veI,viniciusss,Gregoire-M,alex-bacart,szepeviktor,max4ever,edsrzf,,,,,,,,,,
sni/Thruk,sni,galoget,jframeau,kafos,lgmu,bradymd,dan-m-joh,marcom29,FoUStep,odeneriksson,vani511,danshome,diogouchoas,Napsty,AlArtashir,balgarvio,klaernie,riton,datamuc,gelsbern,,,,,,,,,,
socketio/socket.io-client,darrachequesne,selvaganes,FossPrime,valentin-at-edlio,vitaly-t,MDileg,Lutymane,nikhildigde,deepakchandrawanshi1063,mdahsanekram,Andarist,mast,timalanfarrow,sajadspeed,MickL,yakirs57,sandeep-svg,Ali-Aljufairi,proohit,,,,,,,,,,,
socketio/socket.io,darrachequesne,devashish-gopalani-cognoai,carera,y4my4my4m,reececomo,constantant,sunshineo,Shekharcodess,uncaught,dr-vortex,Tyh2001,GeneralPancakeMSTR,SyedTayyabUlMazhar,PencilCoder0E,elmcapp,Lazhor,khelf,m-salman-afzal,bahmanworld,tejHackerDEV,ianShoenberger,dalda95,DanaStefanoska,apostx,parasop,matsurih,tohenk,Wuchv,huanshiwushuang,christopherreay
softlayer/softlayer-python,allmightyspiff,ramkishor-ch,JayasilanJibm,edsonarios,caberos,BrianSantivanez,pauljnightingale,lgdeloss,twoerthle,,,,,,,,,,,,,,,,,,,,,
solgenomics/sgn,lukasmueller,nmenda,titima15,timparsons,isaak,chris263,MFlores2021,ch728,darekbienkowski,dwaring87,nickpalladino,Sri-2023,afpowell,ClayBirkett,bellerbrock,alockrow,mlm483,dmeidlin,pa279,keocorak,joegage,,,,,,,,,
Sonarr/Sonarr,markus101,Qstick,mynameisbogdan,bakerboy448,stevietv,JeWe37,SonarrBot,ServarrAdmin,jack-mil,jtnguyen45,thezoggy,PearsonFlyer,CheAle14,augustuen,Xabis,funforgiven,Neptunespace,PN62323424,Stanzilla,ttran913,CLHatch,austinwbest,Thirrian,thezak48,cybersteel8,Kedryn,edrock200,noggl,Schaka,S0me6uy
SonarSource/sonarlint-eclipse,damien-urruty-sonarsource,henryju,jblievremont,,,,,,,,,,,,,,,,,,,,,,,,,,,
sopel-irc/sopel,dgw,SnoopJ,Exirel,antdude,half-duplex,RustyBower,xmszkn,alethiophile,,,,,,,,,,,,,,,,,,,,,,
sosreport/sos,pmoravec,TurboTurtle,arif-ali,jneo8,Nitn-Yewale,jcastill,sandrobonazzola,sourabhjains,juanmasg,brozs,eric-desrochers,mkowalski,nkshirsagar,dnegreira,utopiabound,sscargal,jjansky1,chanchiwai-ray,muahdib69,seeteena,pponnuvel,Likhitha26,fernandoroyosanchez,pacevedom,aieri,bengal,rafalop,rmetrich,uniontech-lilinjie,dosaboy
souravjain540/Basic-Python-Programs,Mah224Moud,Rajit99,thatjordandude,elrrowwe,20016145,segwhat,Pranav1102004,githubsharat,How2PlayGithub,murluki,ymohit1603,Rom4ikchek,Aayush260107,SOBANEJAZ,KZV027,danieljuliusstein,d3v-26,akshit7165,orati1111,AyushSinghRawat-hub,sykalerio,,,,,,,,,
spaam/svtplay-dl,spaam,pythonuser3856,SweDennis,filmaidykai,Sopor,torbjornljung,bohelax,GreveTess,kallegrens,kingzcrown,CurryBurken,attrembl,andersqvist,olivertwistor,kilmouski,StreetCracker,Vinylwalk3r,psonnosp,martinlindhe,,,,,,,,,,,
SparkDevNetwork/Rock,Jon-Corey,mikedotmundy,austinspooner,nairdo,ethan-sparkdevnetwork,leahjennings,JimMichael,dataCollegechurch,JRichmond27,nlBayside,frogydiak,azturner,chead4,tikool17,lizrose20,timlem,robotman3000,davidbelk,SteveSwaringen,taylorfagan865,TheArkChurch,NuclearTacos,SkellyRen,shauncummings,jasonhendee,joezimjs,white3tj,markewampler,ElimAdmin,garrettjohnson
sparkle-project/Sparkle,ksuther,RobSwish,bryanc-nz,Cykelero,fischman-bcny,leuski-ict,danielpunkass,jfleming135,Alec-4Privacy,prasann-1433,chanhphamgamedev,avltree9798,cortig,WiesnerPeti,chulup,diederich,MMavrisPaleBlue,,,,,,,,,,,,,
sparklemotion/nokogiri,flavorjones,stevecheckoway,cbasguti,maths22,peterzhu2118,chadlwilson,vcc-LG,anishathalye,malcolm-pro,byroot,louis-guillaume,mvz,txgk,rgaufman,GandalfCoops,hisa13,koshigoe,torce,0x1eef,ccvs1993,tyagi-manan,adfoster-r7,montdidier,headius,zenspider,,,,,
sparklemotion/sqlite3-ruby,flavorjones,eregon,oliverklee,sandlerr,Nakilon,alexspark,Edouard-chin,bradgessler,tenderlove,,,,,,,,,,,,,,,,,,,,,
SpecFlowOSS/SpecFlow,JosphineMonica,clrudolphi,JulienKappa,Tiberriver256,Moshex,ClearConnect,andim0n,saggy7001,koreyba,Deith2,jrod567,elijahmondero,FantasyTeddy,joeschmidtJHA,JagadeesanV,NikkTod,R0boC0p,Rayzbam,Hit8man8,CRohm42,AshwiniChandan123,jernejg,Vic152,goblinmaks,Myvryn,SabotageAndi,Socolin,gasparnagy,,
specify/specify7,maxxxxxdlp,CarolineDenis,grantfitzsimmons,melton-jason,carlosmbe,realVinayak,bronwyncombs,specifysoftware,acwhite211,chanulee1,mpitblado,tlammer,vivekpulukuri,Shweta46,Cazza1965,beach53,acbentley,dshorthouse,,,,,,,,,,,,
spmallick/learnopencv,sovit-123,veb-101,pranavdurai10,brmarkus,TapasKumarDutta1,RohitDhankar,Kunaldawn7,kXborg,Udo-A,ArushikaBansal,fanaev,ReidTPowell,johncblacker,kabiri,lix19937,OL-YAD,orcohen9826,nyck33,HaritsNasution,YoungWaai,ZalvinZ,,,,,,,,,
sporkmonger/addressable,dentarg,casperisfine,excid3,eregon,therabidbanana,ck250186,greenfork,jarthod,tenderlove,Hbutlercapone,janklimo,byroot,,,,,,,,,,,,,,,,,,
spree/spree,rafalcymerys,kshalot,mbajur,mikebgrep,RicardoTrindade,foxtrt,JuanseGimenez,damianlegawiec,KrugerBank,lethunder,glebtv,vfonic,akillar,babyfire,tayeke,masoud-arabi,zhengpd,stap780,mrbrdo,,,,,,,,,,,
spring-projects/spring-amqp,garyrussell,artembilan,dlehammer,making,kstojanovski-novatec,sha1n,thorntonrp,Adler95,awen112,verissimor,bdshadow,,,,,,,,,,,,,,,,,,,
spring-projects/spring-data-commons,mp911de,christophstrobl,quaff,odrotbohm,udalov,rxxy,rwinch,gregturn,thachlp,amidukr,sdeleuze,schauder,danparisi,msevcenko,sergey-morenets,sbont,sundarsabapathi,Carlrs,jxblum,thjanssen,hantsy,hubertvolz,stephmafole,amariik,arpanpreneur,pollux-,paulocagol,Ditscheridou,,
spring-projects/spring-data-mongodb,christophstrobl,mp911de,jxblum,sxhinzvc,christianblust,pivotal-cla,fkreis,scrum-futch,jakubwladyslaw,juzq,heoYH,almogtavor,haiderali22,ochrstn,Flowwwww,salman-khandu,Ak-07,AtanasVYordanov,christophe-michard,JonathanHel,dominikpiegdon,yadavdev,csmager,ehardy,NRaf,abhiatiiitb,lomuto,goafabric,sunny-chung,zlaval
spring-projects/spring-data-rest,mp911de,odrotbohm,ptahchiev,claudia-maderthaner-infoniqa,christophstrobl,imrankhanoneassist,wintersolutions,mjustin,saschakr,pivotal-cla,jxblum,Laures,pariaSadatHosseiny,v00d00c0de,godzzo,f-cramer,,,,,,,,,,,,,,
spring-projects/spring-framework,sbrannen,jhoeller,bclozel,snicoll,sdeleuze,rstoyanchev,rwinch,quaff,izeye,pivotal-cla,wilkinsona,mdeinum,poutsma,vpavic,simonbasle,manueljordan,OlgaMaciaszek,spencergibb,mzeijen,Nheyll,philwebb,marcingrzejszczak,kilink,devdilson,DanielLiu1123,mp911de,jbotuck,kartik-kaushik,qiangyt,alpeshvas
spring-projects/spring-security,jzheaux,marcusdacoregio,sjohnr,jgrandja,pivotal-cla,rwinch,kandaguru17,evgeniycheban,singhbaljit,justin-tay,1993heqiang,ubaid4j,bwgjoseph,mainul35,ThomasKasene,ymajoros,artembilan,daniel-shuy,maimate-dev,sumeetpri,Anubhav-2000,dfrommi,dietzsch,kevin2jordan,mczul,alexis-valois,romangr,asaikali,limvik,stnor
sqitchers/sqitch,theory,vectro,autarch,web-vertalo,coveralls,ghoust-xxx,rossocampbell,ClementC,plrtn,NOBLES5E,andreihojda,gregoa,jjn1056,TimoStolz,,,,,,,,,,,,,,,,
sqlcipher/sqlcipher,sjlombardo,kiddailey,developernotes,priyank-huma,destinydz,revolter,serajahmad01,Vanillma,gioelepozzibdsound,aneeetha,Filip2Stojanovski,wangzhizhou,Welfordian,albanoandrea,timshadel,,,,,,,,,,,,,,,
stefankroes/ancestry,kbrock,kshnurov,brendon,Fryguy,mices,mitsuru,sheminanto,tddrmllr,jrafanie,znz,RongRongTeng,princi12,rastamhadi,motokikando,stefankroes,ptorrsmith,dastanabeuov,justinperkins,,,,,,,,,,,,
stephane/libmodbus,ottelo9,marekm72,modem-man-gmx,yauyimsing,albertZhuo420,2128506,raymondbh,RD2G,msk-repo-0x4d,Mcefor19,qyq001,bobemoe,Stefan-1313,Reivax47,kb3ien,ghorwin,luocheng610,mhei,,,,,,,,,,,,
steveicarus/iverilog,larsclausen,mole99,caryr,martinwhitaker,zachjs,stcmeh,aelmahmoudy,dwRchyngqxs,sifferman,nlshipp,svenka3,Freed-Wu,UweBonnes,Xhopo,balanx,AndreasLoow,ldoolitt,galenseitz,chykon,holography-be,zhang-stephen,vmw,mkorbel1,Superchao-ai,cemery123,bansalrajesh,thesourcerer8,a1ca7raz,vicg42,smunaut
stleary/JSON-java,stleary,javadev,davejbur,michael-o,madhavgupta2011,JulWas797,PoppingSnack,kspmmitt,derily,yujingweivip,spaffrath,froque,aaalzya,Sharrk7mii,johnjaylward,benzman81,thswlsqls,FyiurAmron,,,,,,,,,,,,
strangerstudios/paid-memberships-pro,dparker1005,ideadude,andrewlimaza,MaximilianoRicoTabo,JarrydLong,ipokkel,dwanjuki,kimcoleman,michaelbeil,kimwhite,mircobabini,brm-ryd,drhvsb,the-sweet,jahidhasan018,Yallo90,EdithAllison,iamfiras,JJJ,bethgee,MaryOJob,,,,,,,,,
stripe/stripe-dotnet,pakrym-stripe,richardm-stripe,AraHaan,anniel-stripe,remi-stripe,GonzaloHierro,mk10391,tim-schmidt,LeoRpc,wasyster,mattleeevt,THammond9,k3davis,demonguru18,clement911,iamcarbon,CocoThePimp,Modaouche,CGollhardt,niln1,,,,,,,,,,
stripe/stripe-python,anniel-stripe,pakrym-stripe,remi-stripe,richardm-stripe,Kjenium,pastramahodu,rosswillyoung,aral,ROBERT-MCDOWELL,bioworkflows,TheBeardedRaspberry,SigireddyBalasai,pm-bc,inai-suraj,ajai-14,nferrari,dzhlobo,,,,,,,,,,,,,
Stuk/jszip,dianesun,UlyssesZh,jiangkunbo0928,xqdoo00o,wcroachie,igorbga,bastientardits,GalMazor37,manbaum,eldeesmith,EmersonCDias,Michael-1,guilledp,raarts,SitpiRajendran,cognivore,jhonman681,cogitare,zauni,Sharcoux,jimmywarting,benbro,,,,,,,,
subsurface/subsurface,mikeller,bstoeger,dirkhh,rafsalvioni,atdotde,mturkia,glance-,eisGeist,ckuethe,arrmo,jaskev,satoschu,GitPuffy,gbetous,hhassey,weiweiwei9811,pabdakine,salvadorcunat,dridb,Mateng2502,radzioz,johann973,anthonycroberts,Neill-Prohaska,marcvs,SirHardware,BastiSch,AlexTR85,mwerle,
svenfuchs/rails-i18n,jlduran,sunny,pama,NARKOZ,KaikuOMantere,maful,gemp,Mejans,vipera,sagidM,gunchleoc,marky1124,jpgeek,,,,,,,,,,,,,,,,,
swagger-api/swagger-codegen,frantuma,dara-leonard,HugoMario,jeremydyoung,MiloszTarka,ptMcGit,harid,MeikandaNayanar,matecsaj,igorleszczynski,felhag,fabianboerner,goors,ivansla,inferrna,gracekarina,Plonk42,chihabhajji,lnash94,joeshannon,airleee,Orycterope,27149chen,s50600822,PayBas,paulo-raca,smasset,zovippro1996,Indirajithcse,Aleksey2093
Sylius/Sylius,jakubtobiasz,NoResponseMate,Rafikooo,GSadee,TheMilek,coldic3,SyliusBot,vvasiloi,AdamKasp,Zales0123,lruozzi9,lchrusciel,palttamas,umpirsky,diimpp,mbabker,ulinskas,rimas-kudelis,Prometee,aris-bunnyshell,christopherhero,l-vo,dawkaa,Joklogh,loic425,t-n-y,Ferror,delyriand,MacMillan13,mihaichitic
symbiote/silverstripe-queuedjobs,GuySartorelli,maxime-rainville,emteknetnz,lars-lemon8,dmipeck,mfendeksilverstripe,michalkleiner,guci0,nicole-ashley,,,,,,,,,,,,,,,,,,,,,
symengine/symengine,isuruf,lkeegan,bjodah,rikardn,TongTianDaXia,antonio-rojas,jakelishman,KOLANICH,yurivict,,,,,,,,,,,,,,,,,,,,,
symfony/symfony-docs,javiereguiluz,alexandre-daubois,OskarStark,94noni,alamirault,nicolas-grekas,fabpot,wouterj,weaverryan,ThomasLandauer,xabbuh,alexander-schranz,derrabus,MatTheCat,carsonbot,HeahDude,kbond,jmsche,stof,alexislefebvre,andreybolonin,GaryPEGEOT,MrYamous,mina20088,danielburger1337,guillaume-a,fcvoica,ndench,alirezarahmani,IssamRaouf
symfony/symfony,nicolas-grekas,stof,derrabus,carsonbot,fabpot,lyrixx,HypeMC,xabbuh,OskarStark,MatTheCat,alexandre-daubois,fancyweb,ro0NL,chalasr,wouterj,weaverryan,GromNaN,VincentLanglet,kbond,maxbeckers,94noni,javiereguiluz,Spomky,HeahDude,alamirault,vincentchalamon,yceruto,nikophil,stloyd,alexander-schranz
sympy/sympy,oscarbenjamin,smichr,sylee957,TiloRC,asmeurer,moorepants,haru-44,faze-geek,sympy-bot,brocksam,wermos,1e9abhi1e10,TJStienstra,Davide-sd,Upabjojr,DarkNisa,bjodah,skieffer,Psycho-Pirate,madt2709,prady0t,evbernardes,AdvaitPote,Ishanned,hanspi42,Peter230655,satels,abhishek-kuma,bobby-palmer,jksuom
TA-Lib/ta-lib-python,mrjbq7,Elyasnz,wilker06,Rodelanuit1,Ariel64,KPCA1994,cgohlke,svax974,eromoe,uirty,dalwindr,xmatthias,reborn0904,pvpswaghd,aniss-itaoui,QuantFreedom1022,arturdaraujo,WarrenN1,sohum-25,Daiiszuki,ITachy0n,samgermain,naujoks-stefan,gmmkmtgk,fotechv,collinsethans,zakcali,soleilinvesting,chattel-tech,richardHaggioGwati
TanStack/query,TkDodo,lachlancollins,codecov-commenter,ardeora,manudeli,incepter,DamianOsipiuk,Ephem,marbemac,KATT,juliusmarminge,balazsmatepetro,paulobmarcos,artem-malko,Newbie012,Andarist,vojvodics,ZackDeRose,Mini-ghost,jakst,RomainLanz,meatnordrink,JLarky,inzanez,GLabat,SeungYn,juvirez,usaszerelem,yegao,tigawanna
teamcapybara/capybara,twalpole,jparr,kyrofa,kg-currenxie,kennyadsl,aki77,barrerajl,cschilbe,titusfortner,inkstak,jrochkind,mvz,henrahmagix,boris-petrov,tubaxenor,broksonic21,crespire,jason-o-matic,jeffdlange,etiennebarrie,chendo,aramprice,jlahtinen,clairity,pargara,ndbroadbent,renata-oaraujo,BrianHawley,waiting-for-dev,ioquatix
teeworlds/teeworlds,Robyt3,ChillerDragon,Zatline,AssassinTee,jtbx,heinrich5991,jxsl13,oy,devnexen,StarOnTheSky,fokkonaut,Dune-jr,visitOP,Stiopa866,,,,,,,,,,,,,,,,
tendenci/tendenci,jennyq,shandy-bixly,Tilix4,CWalkden,rurinix,lashirley21,DylannCordel,fhummelgren,jalovick,goetzk,bernd-wechner,cnliuxud,rob-hills,,,,,,,,,,,,,,,,,
testng-team/testng,krmahadevan,juherr,vlsi,ahgittin,sravanmedarapu,harmin-parra,wenijinew,zanoon2020,shubhamind08,Hkh9966,javydreamercsw,akrigator,labianchin,atassaad,armadco,Sayanta-B,ashwini-123,prashil-g,kqarryzada,kherath4139,Prakash-QA,Dinhbaon,BrandonDudek,anhtester,agentbars007,adngzz,JLLeitschuh,,,
textpattern/textpattern,Bloke,petecooper,phiw13,rwetzlmayr,philwareham,colak,jools-r,cara-tm,,,,,,,,,,,,,,,,,,,,,,
tgstation/tgstation,san7890,MrMelbert,LemonInTheDark,Mothblocks,JohnFulpWillard,Jacquerel,ChungusGamer666,SyncIt21,Time-Green,carlarctg,TheVekter,Sealed101,MTandi,Watermelon914,Ghommie,Fikou,Helg2,jlsnow301,timothymtorres,necromanceranne,moocowswag,ZephyrTFA,lessthnthree,SethLafuente,Pickle-Coding,ExcessiveUseOfCobblestone,YehnBeep,optimumtact,ATH1909,Cyberboss
