reponame,developer1,developer2,developer3,developer4,developer5,developer6,developer7,developer8,developer9,developer10,developer11,developer12,developer13,developer14,developer15,developer16,developer17,developer18,developer19,developer20,developer21,developer22,developer23,developer24,developer25,developer26,developer27,developer28,developer29,developer30
open-keychain/open-keychain,sjlongland,vikanezrimaya,rahilarious,flowthentic,sosthene-nitrokey,rafaelazvdo,szszszsz,BigTigr7999,Zlychka,ivanpushkin457,Gucciibagg,karenmcd,Grafenea,muchuelo,feherneoh,Nono-m0le,M66B,qknight,lu-ckystars,garik19884,JacksonChen666,M-um-p-i-t-z,karapiska1962,CueHD,CLAassistant,zilti,Valodim,,,
opencart/opencart,danielkerr,TheCartpenter,pemaier,hayden-t,mhcwebdesign,ADDCreative,stalker780,opencartbot,cgcmart,condor2,ahmed-fad,MarvinKlein1508,padaliyajay,HostOncilla,feyzullahdemir,chongshengdz,ppalashturov,ZateLabClients,DaveRiba,Developermayank,itobin,faca5,mehtaman,chulcha,rahulabs,sabeti05,fubaman,eka7a,BuslikDrev,pashast
OpenChemistry/avogadrolibs,ghutchis,cryos,weblate,avo-bot,berquist,njgoncalves,pskowronskiTDx,vincenzonetti,MagicalDrizzle,Jtyndallnz,SebastianWellig,mloiz,T-Arjun,,,,,,,,,,,,,,,,,
OpenCPN/OpenCPN,bdbcat,leamas,Hakansv,nohal,rgleason,antipole2,Ptizef,bc38,transmitterdan,filochard,douwefokkema,RooieDirk,Rodemfr,mgrouch,jongough,Rasbats,codebluesailing,scadaperspective,stelian42,MikeTrader,Andreas-Argo,TwoCanPlugIn,verkerkbr,arkuuu,ka11i0,erik-meuwese-topicus,anbj,rahra,BaekSophie,akrovers
OpenDSA/OpenDSA,cashaffer,justindevs,awhicks,dtowell,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenRCT2/OpenRCT2,ZehMatt,OpenRCT2-git-bot,duncanspumpkin,mrmbernardi,Broxzier,Gymnasiast,karst,IntelOrca,Realsteel89,zzril,spacek531,Basssiiie,Sadret,fidwell,AaronVanGeffen,X123M3-256,janisozaur,tupaschoal,ocalhoun6,aramk-hub,reul,SpartanFrederic104,AT41,trzejos,CookiePLMonster,kyphii,cheweytoo,rik-smeets,TheClaudeQC,foxwg
openstreetmap/openstreetmap-website,gravitystorm,tomhughes,AntonKhorev,1ec5,stalker314314,Dimitar5555,simonpoole,ZeLonewolf,pnorman,zdila,SomeoneElseOSM,shdpl,tyrasd,Discostu36,SlowMo24,cmoffroad,Firefishy,LaPingvino,matkoniecz,jidanni,zbycz,fgnievinski,woodpeck,mnalis,bam80,amire80,bkil,Jakuje,SeiwonPark,natrius
opentripplanner/OpenTripPlanner,leonardehrenfried,t2gran,optionsome,vpaturet,vesameskanen,binh-dam-ibigroup,jtorin,Bartosz-Kruba,2martens,testower,lassetyr,EmmaSimon,flaktack,nurmAV,Arilith,fredrik-stock,hannesj,rmourgues31,fpurcell,tormoseng,dekarl,miles-grant-ibigroup,AdrianaCeric,dylandevfr,christiansicari,khamaileon,tsherlockcraig,sjthiessen,mpaine-act,skinkie
openvanilla/McBopomofo,ChiahongHong,aguxtin,ltlnx,lukhnos,xatier,,,,,,,,,,,,,,,,,,,,,,,,,
openwall/john,solardiz,claudioandre-br,magnumripper,tsvenbla,exploide,blandyuk,kholia,khabib227,danielmarschall,quangIO,alex5956,Banane480,bmwiedemann,WiseMonkeyX,NoobGajen,NordmanPro,D3vil0p3r,santoshdawre,Drax4545,Hilltopperjm,BobForCat,void0red,dclxviclangames,ANeilan,,,,,,
osbuild/osbuild-composer,thozza,achilleas-k,croissanne,ondrejbudai,kingsleyzissou,supakeen,bcl,7flying,yih-redhat,runcom,atodorov,schutzbot,lavocatt,jrusz,diaasami,jabia99,paulwhalen,nullr0ute,shaded-enmity,ardrigh,mcattamoredhat,henrywang,pmtk,stebenoist,say-paul,jikortus,Ichimonji10,frzifus,igibek,jpopelka
osmandapp/OsmAnd,vshcherb,Chumva,sonora,Corwin-Kh,0xRe1nk0,Zirochkabila,nazar-kutz,scaidermern,Rowin63,dmpr0,ivanPyrohivskyi,alex-osm,cepprice,DmitryAlexei,xmd5a2,Andrewschenko,Nine-Tailed,Dima-1,mikehgentry,summoner001,zipav,yuriiurshuliak,pordini,mnalis,letypequividelespoubelles,TheSnoozer,Max1234-Ita,spaanse,seniorm0ment,Prusaker
oxygen-updater/oxygen-updater,AnonymousWP,Asstiff,thebestnom,P-D-A,tiramisudev,hybridizationexistenceaspects,kouzelnik3,adhirajsinghchauhan,GarnetSunset,,,,,,,,,,,,,,,,,,,,,
pallets-eco/flask-debugtoolbar,nickjj,jeffwidman,Dosenpfand,frafra,rimvislt,davidism,christopherpickering,lmiguelvargasf,ofek,Gauravp-NEC,caffeinatedMike,samuelhwilliams,,,,,,,,,,,,,,,,,,
pallets/flask,davidism,ThiefMaster,pgjones,owenwu811,zx80,Forty-Bot,MohammadMMoniri,pg1992,mouday,Jeroendevr,Always-prog,tchia04,pamelafox,ToolMoney,MattyMay,Neob91,miguelgrinberg,Synnborg,fkkjohn,Mr-Destructive,idoshr,ughstudios,romatch,mihir-vora,BobACollins,singh-sumit,malchu,emgiezet,smitty1eGH,hofrob
pandas-dev/pandas,mroeschke,jbrockmendel,MarcoGorelli,rhshadrach,phofl,topper-123,lithomas1,DeaMariaLeon,jorisvandenbossche,natmokval,WillAyd,rmhowe425,Charlie-XIAO,lukemanley,mcgeestocks,Dr-Irv,twoertwein,meeseeksmachine,datapythonista,attack68,rsm-23,wence-,liang3zy22,tpaxman,noatamir,jona-sassenhagen,GianlucaFicarelli,MichaelTiemannOSC,fangchenli,randolf-scholz
pawn-lang/YSI-Includes,DEntis-T,tk2p,rivalxuu,zsoolt997,adytzuPWN,Jejee13,8Bts,Y-Less,,,,,,,,,,,,,,,,,,,,,,
pennersr/django-allauth,pennersr,coveralls,synchronizing,simkimsia,iarp,atc2146,TurnrDev,Vaseles,nothingface0,FSchianchi,kateEcobb,PedroSilva9,rgeoghegan,rasca,nikklavzar,dc1177,Hafnernuss,akx,MariaMozgunova,oborichkin,esteban-gasan,Mortie1,ericmuijs,mecampbellsoup,mireq,wgordon17,SimonvdFliert,gschurck,harryghgim,alexburner
perfanalytics/pose2sim,davidpagnon,anudeep2804,rlpjanssen,rishivamshi,ClarkGrif,SiebrenM,Ming-Start,carlosedubarreto,sk413025,,,,,,,,,,,,,,,,,,,,,
pfsense/pfsense,jim-p,styletronix,bmeeks8,qwertiko,pypckompsite,bib0x,JonathanDLee24,WereCatf,marcelloc,jadazul,goproslowyo,Akshay-Hegde,,,,,,,,,,,,,,,,,,
pgjdbc/pgjdbc,davecramer,vlsi,ecki,kimjand,JelteF,VladRodionov,apryamostanov,sehrope,IvanPizhenko,bowbahdoe,ebucxidur,timgstewart,jrobe,lure,rbygrave,Eddyzhang7,renovate-bot,satya9500,JosephBorodach,mkarg,qzhong1028,bvn13,cescoffier,cowwoc,zhurs,maffaan,npltr62,hfhbd,rackaracka,diegosalvi
PHPMailer/PHPMailer,Synchro,XL-2000,Ayesh,yaoyingkeji,decomplexity,serkankrdag,iamved777,andrearosen1,overghost,Colinax,wera-as,samyan,ZaltorSupport,HendrikSharples,grasshaussoftware,Damsjov,GregJohnStewart,InterLinked1,EfeErdem7,sneha-surve,marcusBamboo,Peter-omereyone,JokerGermany,MircoBabin,KarelWintersky,pk-kissdevs,BGFR,unix-dude,rohantapiyawala,lindiii
php/php-src,nielsdos,Girgias,iluuu1994,bukka,mvorisek,kocsismate,devnexen,arnaud-lb,dstogov,andypost,divinity76,damianwadley,KapitanOczywisty,petk,TimWolla,remicollet,orlitzky,jorgsowa,bwoebi,youkidearitai,alexdowad,Eno-CN,realFlowControl,Misterio77,Danack,mikhainin,tstarling,theseer,lucasnetau,heiglandreas
php/web-php,kamil-tekiela,tonivdv,salathe,kocsismate,easbarba,SimonCastano,cedric-anne,leopoletto,adoy,andresayac,captn3m0,oladoyinbov,belfie13,Erol314,MioVisman,sajeevvv,rajmishra-17,sajjadef98,frob,troizet,MikeRich88,derickr,saundefined,Girgias,javiereguiluz,morrisonlevi,kallesommernielsen,1ma,mbabker,
Pierian-Data/Complete-Python-3-Bootcamp,ravishankar-cloud,nidus123,sacramentosolutions,Pierian-Data,HKayumba,Unknown-DA,Ayeshaaa777,BettyAnne77,Keshavghalan,Jeeviov2001,ayush0367,aniketneelay11,RaviChandra4840,fatheen7,Swaroop9794,Paritabaldaniya,shreesh54,vishalsikarwar20,mintmehedi,Darshancs777,ShubhangiMore26,djyos1,Aquino10,yanhmada,ceejayiyke,jefhar,,,,
pimcore/pimcore,dvesh3,blankse,brusch,mcassier31,kingjia90,jdreesen,fashxp,robertSt7,aryaantony92,mattamon,Corepex,lukmzig,NiklasBr,mcop1,BlackbitDevs,jremmurd,j-jonas,dkarlovi,torqdev,zoidbergx,martineiber,dpfaffenbauer,solverat,passioneight,youwe-petervanderwal,felixflor-twocream,GeorgII-web,CLAassistant,flamadrid-jsmdg,fracsi
pkp/ojs,bozana,jonasraoni,asmecher,touhidurabir,Vitaliy-1,jardakotesovec,defstat,ewhanson,withanage,CLAassistant,ctgraham,NateWr,mhvezina,nicalico,ajnyga,simonevecchi,,,,,,,,,,,,,,
plantuml/plantuml,The-Lum,arnaudroques,evantill,ggrossetie,VladimirAlexiev,grivo,dgutson,rohitsud,golddragon007,BenceSzalai,gliptak,rahulmohang,lukasz-gryzbon,nickmcdowall,travkin79,jeffkowalski,walkingice,blacklightprism,fgreinacher,nfrankel,tomasbjerre,thomaswoyke,michaelraue,chrismalek,jukkui,christian-wolf-eks,mawid6,juicybox,christianhujer,xQwexx
postmanlabs/postman-app-support,giridharvc7,malvikach,pankajk07,shashankawasthi88,VShingala,sseenivasan89,dev-sharma-08,apoorvgupta03,aman-v-singh,vdespa,preethammavin,VaishnaviChallaPostman,SterlingChin,JakubTomczynski,sandeep-singh-pstmn,akshaydeo,chrisjpatty,r0b2g1t,onlyis,vladiangelov,abhijeetborole,dhwaneetbhatt,diptarag,jnagle-nf,trevor-webster,darshalesachin,beatrixSze,khteh,zyrorl,zhaowb
ppy/osu,peppy,bdach,cdwcgt,Joehuu,smoogipoo,OliBomby,timiimit,ItsShamed,Cootz,frenzibyte,tybug,Susko3,jtbiddle,Terochi,monochrome22,Eve-ning,soopax,RBQcat,ILW8,apollo-dw,nekodex,wawdili,EVAST9919,Skubers,WebFreak001,Zyfarok,Gyoshi,NiceAesth,0xallie,alixdotsh
prawnpdf/prawn,mkrajewski90,pointlessone,waghanza,technicalpickles,unterkoefler,Apteryks,rhysb27,johnnyshields,gettalong,,,,,,,,,,,,,,,,,,,,,
processwire/processwire,BernhardBaumrock,ryancramerdesign,netcarver,the-ge,matjazpotocnik,saschanos,romaincazier,ainou,chriswthomson,gebeer,jmartsch,teppokoivula,MrSnoozles,,,,,,,,,,,,,,,,,
pspdev/pspsdk,sharkwouter,Fewnity,MotoLegacy,diamant3,fjtrujy,pyroesp,IridescentRose,wally4000,bvdaakster,davidgfnet,rofl0r,,,,,,,,,,,,,,,,,,,
pyca/cryptography,alex,woodruffw,reaperhulk,diogoteles08,facutuesca,mgorny,gzm55,jameshilliard,kanavin,harmin-parra,mdevore300,mattip,jtougas,lkubb,messense,mtelka,doronz88,bkerler,mhils,felartu,felixonmars,davidben,ronf,ThorodanBrom,pingshun,vsafonin,julianogv,tlkoh0727,magnuswatn,ganeshhaptik
pytorch/builder,atalman,malfet,thejcannon,jithunnair-amd,ptrblck,matteius,xncqr,jeffdaily,huydhn,vit-zikmund,johnnynunez,seemethere,heidongxianhua,xwang233,FFFrog,BLOrange-AMD,facebook-github-bot,albanD,chebee7i,mantaionut,bhack,Delaunay,snadampal,zou3519,jjyyxx,weiwangudel,,,,
pytube/pytube,RONNCC,BuildWithData,sukhoi47,oncename,glubsy,alexey-pelykh,felipeucelli,NullVoidKage,yukkit1026,mhi-iranmanesh,allenkiakshay,piltom,AtharvaSolanki,Mjid1,pulkitpareek18,lolzhunter,partriv,pbxforce,teemagoddowell,heksbeks,Da-ladder,tonghyun,Wvopper,jainarpit10,zjin6,colinpannikkat,ethanjoby,rgryta,RijwanMancamp,pratikCMEX
qbittorrent/qBittorrent,glassez,Chocobo1,xavier2k6,thalieht,luzpaz,stalkerok,sledgehammer999,PriitUring,ttys3,GitHubinatrix,superbonaci,Vort,loskutov,absolutep,tearfur,101John,c4181,LordNyriox,JimmyAx,GoogleBeEvil,Pentaphon,Shraymonks,ValeZAA,BouRock,DarkVoyage,berendeanicolae,as-muncher,qwewer0,axet,JAIrwin
qgis/QGIS,nyalldawson,qgis-bot,elpaso,nirvn,agiudiceandrea,alexbruy,troopa81,YoannQDQ,wonder-sk,nicogodet,AlisterH,DelazJ,rouault,ptitjano,benoitdm-oslandia,uclaros,m-kuhn,lbartoletti,pathmapper,roya0045,kannes,vcloarec,Djedouas,3nids,jbp35,MorriganR,strk,weca-theo,domi4484,rduivenvoorde
QuiltMC/developer-wiki,ChampionAsh5357,lukebemish,junepark678,RypoFalem,Mysterious-Dev,OroArmor,gdude2002,AdvancedWipe,,,,,,,,,,,,,,,,,,,,,,
rack/rack,jeremyevans,ioquatix,skipkayhil,tomharvey,JunichiIto,matthewd,byroot,tisba,0x1eef,eregon,dchandekstark,headius,MSP-Greg,nunosilva800,radar,dentarg,wanglian,ziggythehamster,,,,,,,,,,,,
rails/rails,skipkayhil,zzak,casperisfine,p8,jonathanhefner,nvasilevski,byroot,eileencodes,ghiculescu,matthewd,adrianna-chang-shopify,fatkodima,rafaelfranca,joshuay03,guilleiguaran,yahonda,flavorjones,JoeDupuis,gmcgibbon,lazaronixon,abaldwin88,jhawthorn,jorgemanrubia,soartec-lab,nunosilva800,fxn,TakuyaKurimoto,nicholasdower,akhilgkrishnan,kamil-gwozdz
rails/thor,rafaelfranca,mattbrictson,mslinn,skipkayhil,nevesenin,shuuuuun,benkoshy,janie314,sambostock,jmpage,azzenabidi,nicolas-brousse,alessio-signorini,Gerst20051,jfelchner,dnlgrv,phene,igneus,tomclose,p8,adzap,casperisfine,BobVanB,hmistry,doolin,,,,,
rakudo/rakudo,ugexe,lizmat,MasterDuke17,vrurg,Leont,patrickbkr,niner,2colours,gfldex,jdv,JJ,grimnebulin,librasteve,fenginsc,finanalyst,jeffgazso,MARTIMM,jonathanstowe,Xliff,stuart-little,jnthn,0rir,tbrowder,AntonOks,van-de-bugger,zjhmoss,landyacht,bbkr,coke,colomon
rapid7/metasploit-framework,gwillcox-r7,adfoster-r7,cdelafuente-r7,smcintyre-r7,jheysel-r7,bwatters-r7,h00die-gr3y,jvoisin,h00die,jmartin-r7,dwelch-r7,cgranleese-r7,rad10,bcoles,space-r7,zeroSteiner,ErikWynter,sempervictus,JustAnda7,ismaildawoodjee,smashery,wvu,manishkumarr1017,MegaManSec,catatonicprime,heyder,NightRaidGamer,attl4s,rorymckinley,vtoutain
raspberrypi/linux,pelwell,6by9,popcornmix,naushir,vanfanel,mgrouch,JN19aban,P33M,matttbe,jayaddison,HiassofT,graysky2,physkets,moodeaudio,FDelporte,MichaIng,jackoalan,dmanlfc,baslking,andi34,SylvainGarrigues,Dark-Sky,vvarma,agners,Elrondo46,nbuchwitz,Apteryks,wtschueller,mripard,alsldlflglhljlk
ravendb/ravendb,ppekrol,karmeli87,shaharhikri,arekpalinski,ayende,maciejaszyk,grisha-kotler,ml054,garayx,shiranshalom,mateuszbartosik,kalczur,ArieSLV,redknightlois,poissoncorp,efratshenhar,aviv86,haludi,lastav5,TheGoldenPlatypus,kwiato,gregolsky,YonatanResh,Lwiel,Danielle9897,djordjedjukic,hiddenshadow21,itayweb,meghanajoshilw,lahma
rbock/sqlpp11,rbock,MeanSquaredError,CJCombrink,qbgbmpty,FunMiles,yasek,damian-tomczak,LvdStokker,orangecheers-x,sagunkho,niclar,mmizi,ljluestc,Leon0402,ghais,,,,,,,,,,,,,,,
realm/realm-core,ironage,nicola-cab,jedelbo,danieltabacaru,michael-wb,tgoyne,kiburtse,jbreams,RedBeard0531,kmorkos,finnschiermer,nirinchev,kraenhansen,papafe,fealebenpae,elle-j,kneth,bmunkholm,philprime,nielsenko,cmelchior,nhachicha,blagoev,awh6al,rorbech,clementetb,divan84,desistefanova,kspangsege,dlbuckley
rear/rear,jsmeix,schlomo,pcahyna,codefritzel,danboid,abbbi,GreasyMonkee,prontok,milleld1,gdha,rmetrich,drakkainenn,casantos,rajatjpatel,andreasberner,ChickenTim99,guru4712,gramps269,LiamFry,pantaray,mattpen,ITGuyAtWork,chattytak,ccamacho,glemes01,hspindel,lamyergeier,fdiazbra,abjr,Protonk
redis/node-redis,leibale,uglide,avinashkrishna613,codecov-commenter,justincastilla,simonprickett,chayim,xts-bit,dtikhonov-iex,niksy,david02324,shacharPash,Thalari-Kolarivan,rajat42059,dtikhonov,Karnav123,e920528,blaggacao,younes-io,codrin-ch,mishase,curran,DenisLutsky,jamesastound,alphabetkrish,marwankhalili,NikolayChankov90,adoeppner,hypo-thesis,michal-grabowski
Redocly/redocly-cli,tatomyr,lornajane,IgorKarpiuk,adamaltman,RomanHotsiy,HCloward,pboos,SmoliyY,philipnbbc,Skavengerr,bcoughlan,aviskase,AlexVarchuk,Sandrakay49,ZyzychO,afmhenry,moneil,Enet4,abetomo,peruzzof,icesvz,MelleD,Nothing-Works,rez10191,roman-sainchuk,smorimoto,leonovi,WesternStar,Orest-Yastremskyy,cosmolux
RedPRL/asai,favonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red/red,hiiamboris,greggirwin,dockimbel,qtxie,GiuseppeChillemi,endo64,pierre2red,zamazan4ik,,,,,,,,,,,,,,,,,,,,,,
requests-cache/requests-cache,JWCook,aaronfultonnz,finBitorg,sorasful,lazka,mportesdev,tgrandje,acbart,jpmckinney,dokempf,,,,,,,,,,,,,,,,,,,,
rhboot/shim,jsetje,vathpela,dennis-tseng99,aronowski,bluca,jongwu,steve-mcintyre,julian-klode,mikebeaton,alpernebbi,Foxboron,fsrv-xyz,nicholasbishop,pbatard,TBOpen,xnox,os-d,justinvson-pd,flixman,Alberto-Perez-Guevara,vit9696,15058718379,stevecapperarm,poettering,albertoridolfi,berrange,p3ck,mcb30,chenxiaolong,
rmyorston/busybox-w32,avih,rmyorston,ale5000-git,doctorpangloss,OldWorldOrdr,infoagee,DocMAX,iahunq,garoto,ikasoba,hronro,bsdayo,,,,,,,,,,,,,,,,,,
roundcube/roundcubemail,alecpl,johndoh,nsoggia,Yannik,jidanni,adrienbeau,RvdHout,mike-kfed,werk21,bluikko,frozen-sky,TBAIKamine,AuspeXeu,rcartists,fofreedom,giovannidotpoli,sth00619,Amabilesrl,zhaoxiasan,oleg-indeez,RazuvaevN,vladimirdulov,rstefko,gab0rka,bigdaddytyrese,adrifi90,troglodyne,jbodycott,fezzz,HolgerAusB
rspec/rspec-rails,JonRowe,pirj,jguecaimburu,jaywhy,r7kamura,stoivo,TimoPeraza,Vagab,mreinsch,mockdeep,jasonkarns,wnm,BigBigDoudou,jasnow,riffraff,codergeek121,benoittgt,gmonein,kuboon,BrunoAwdd,ashwintastic,bigxiang,javierjulio,ka8725,mkllnk,brianaj,,,,
rstudio/rstudio,kevinushey,sharon-wang,timtmok,ronblum,jonvanausdeln,zachhannum,cm421,jeffvroom,jgutman,olivroy,gtritchie,DesiQuintans,GCRev,MariaSemple,AshleyHenry15,stla,jmcphers,abalter,cderv,docal555,skyeturriff,t-kalinowski,AndrewMcClain,jthomasmock,alanpaulkwan,netique,trinetra75,MichaelChirico,justjhong,Mahmood-Taghavi
rubocop/rubocop,koic,bbatsov,fatkodima,ydah,ydakuka,gsamokovarov,r7kamura,naveg,sambostock,owst,jaynetics,dgollahon,snutij,nevans,iMacTia,lucthev,Palladinium,catwomey,KessaPassa,AlexWayfer,jcoyne,jasondoc3,FnControlOption,reitermarkus,rwstauner,bobf,bquorning,Earlopain,tnir,phil-workato
rubygems/rubygems,deivid-rodriguez,hsbt,jenshenny,simi,nobu,indirect,segiddins,dfop02,davetron5000,duckinator,kou,MSP-Greg,fxn,1ashishji,ioquatix,aeroastro,jessedoyle,wyardley,gustavothecoder,metaskills,pravi,skipkayhil,cdenneen,hanazuki,etiennebarrie,professor,flavorjones,igbanam,coldnebo,matsadler
ruby/ruby,nobu,peterzhu2118,BurdetteLamar,k0kubun,ioquatix,yui-knk,jeremyevans,hsbt,eregon,S-H-GAMELINKS,byroot,maximecb,shyouhei,jaynetics,jemmaissroff,XrXr,casperisfine,eightbitraptor,KJTsanaktsidis,ko1,makenowjust,nekoyama32767,junaruga,eileencodes,wks,kateinoigakukun,jinroq,tenderlove,noahgibbs,shmolf
ruby/spec,andrykonchin,eregon,AI-Mozi,nobu,fxn,dushyantss,hsbt,womblemuppet,itarato,k0kubun,,,,,,,,,,,,,,,,,,,,
rust-lang/rust,bors,compiler-errors,rust-log-analyzer,rust-timer,rustbot,cjgillot,oli-obk,petrochenkov,lcnr,matthiaskrgr,jyn514,GuillaumeGomez,RalfJung,workingjubilee,Nilstrieb,WaffleLapkin,Kobzol,nnethercote,bjorn3,scottmcm,Mark-Simulacrum,fee1-dead,saethlin,BoxyUwU,bvanjoi,fmease,clubby789,the8472,jieyouxu,estebank
sabnzbd/sabnzbd,Safihre,thezoggy,mnightingale,sanderjo,francoism90,ricci2511,albino1,jcfp,Cpuroast,Slava46,Sonic3R,sjdaws,Crowley007,alavry,CMTriX,mullerdavid,Kcchouette,sderrow,L2501,Ram-Z,topranks,88keyz,BlueH2O,Obscurax,winterqt,david-steg,Ravencentric,Tristar7,SippieCup,angelgtc87
saltstack/salt,s0undt3ch,Ch3LL,dmurphy18,dwoz,twangboy,barbaricyawps,lkubb,MKLeb,OrangeDog,whytewolf,nicholasmhughes,cmcmarrow,Tanmoy037,garethgreenaway,ScriptAutomate,terminalmage,bluesliverx,meaksh,ggiesen,dehnert,ITJamie,frebib,lvinagre,felippeb,barneysowood,MartinEmrich,sblaisot,raddessi,darkpixel,arsa-dev
scipy/scipy,mdhaber,h-vetinari,tupui,rgommers,j-bowhay,ilayn,ev-br,tylerjereddy,dschmitz89,steppi,perimosocordiae,andyfaff,lorentzenchr,rkern,OmarManzoor,ivirshup,jjerphan,dschult,lobpcg,romain-jacob,rossbar,WarrenWeckesser,rlucas7,hovavalon,stefanv,chrisb83,matusvalo,scottshambaugh,DietBru,alugowski
ScoopInstaller/Extras,HUMORCE,StarsbySea,Zliced13,r15ch13,b4imetu,sbstn87,anderlli0053,kazzarin,leumasme,ath0mas,xd-mau5,superusercode,DoveBoy,xmha97,semisoft0072,Vixb1122,dionysius,lonnywong,ilvetz,dtantono,sitiom,RavenMacDaddy,arinoki,aserowy,Slach,brian6932,candrapersada,wafarm,walpox,kotx
scrapy/scrapy,wRAR,Gallaecio,kmike,Laerte,GeorgeA92,bulatbulat48,VMRuiz,emarondan,andersoncarlosfs,Prometheus3375,adnan-awan,serhii73,BurnzZ,medic-code,damodharheadrun,ANGELCHAVESCHINCHILLA,alexpdev,DeanDro,freddiewanah,belaeifert,Lerchensporn,bytejunkie,IgnacioRoblesM,gutsytechster,geekmister,jayaddison,CristopherH11,marginxai,chanceback,stevefan1999-personal
scummvm/scummvm,sev-,lephilousophe,hari01584,elasota,BJNFNE,moralrecordings,tag2015,PushmePullyu,phcoder,larsamannen,criezy,bluegr,mistydemeo,antoniou79,BLooperZ,mgerhardy,dwatteau,ccawley2011,mikrosk,yarolig,eriktorbjorn,dreammaster,AsciiWolf,MarcoBorrini99,PhoenixFlame101,lotharsm,einstein95,hax0kartik,raziel-,OMGPizzaGuy
scylladb/scylla-cluster-tests,fruch,fgelcer,soyacz,aleksbykov,vponomaryov,roydahan,yarongilor,ShlomiBalalis,Mark-Gurevich,juliayakovlev,temichus,k0machi,enaydanov,dkropachev,yaronkaikov,ilya-rarov,mykaul,tchaikov,amnonh,ptrsmrn,rayakurl,eliransin,Annamikhlin,xemul,elcallio,vladzcloudius,asias,michoecho,avikivity,
SDWebImage/SDWebImage,dreampiggy,cheng-ren,Lguanghui,Mervin1024,mTz0206,zhouyantongiosDev,fattiger00,icoder33,xmollv,Iron-Ham,kmaschke85,mfd2144,Gizmeondevwip,semenag01,brennobemoura,pathfinder1989,123sunxiaolin,erikkerber,weilihua,ivanwhk,chokokatana,huoda1237,ifbowen,a7340103,gaoyuqiang,sunke-1089,kukuBin,JXUnx1,Qwet3412,cikichen
seaweedfs/seaweedfs,chrislusf,kmlebedev,wusongANKANG,mervynzhang,bai-jie,shichanglin5,agipson33,werdnum,htsnorman,enspritz,Numblgw,zemul,achetronic,SmsS4,hencoappel,D13410N3,dalbani,mhameed,meotimdihia,itzhoujun,Ruakij,douardda,YevgeniyGapchenko,Volemon,Zen3515,Alansyf,Dando-Real-ITA,yeganemehr,kvaster,natmaka
seL4/seL4,Ivan-Velickovic,lsf37,axel-h,kent-mcleod,Indanz,JorgeMVP,andybui01,yyshen,gernotheiser,elmankku,chrisguikema,maaaat,abrandnewusername,heshamelmatary,Furao,JCisle,nomadeel,lucypa,ArthurW404,canarysnort01,ratmice,,,,,,,,,
Seldaek/monolog,Seldaek,Chris53897,stof,fredden,JohJohan,cosminardeleanu,limingxinleo,killua-eu,DannyvdSluijs,LiamFry,kukudeliu,lddtime,dkarlovi,usernamehogehoge,geangontijo,BrianMwit,jrantwijk,zeyser,alexpozzi,liutaot,galtsevt,kkreft,SamAsEnd,connect-javed001,sudo-plz,AC-Lover,HenriqueAmrl,rainerzufall081572,zerowebcorp,
semver/semver,ljharb,jwdonahue,JohnTitor,steveklabnik,Kyle-Ye,steinybot,FichteFoll,hugollm,Nikasyo25,spenserblack,jonlittleopencomp,BigTurtle8,eibhear-from-athlone,mkarg,cklim6,Ramsalm1,enezmmt,HUMMER-3,paulober,Lucassis7,bhetland,User670,ttous,chonton,istrasci,Pitel,Kellybaines,jenstroeger,WayneSherman,elijaholmos
servo/servo,mrobinson,bors-servo,Loirooriol,mukilan,jdm,sagudev,stshine,servo-wpt-sync,atbrakhi,mrego,delan,CYBAI,ohno418,atouchet,emilio,switchpiggy,fabricedesre,MendyBerger,dvtkrlbs,michaelgrigoryan25,paricbat,andreubotella,charlesxsh,wusyong,obsidianical,luphoria,VitalyAnkh,shanehandley,nicoburns,aurora1369
shadowsocks/shadowsocks-windows,chenshaoju,ajavaboy666,iclgg,seniorweasel,unknownUser99999,MIA123MIA321,tigerfans,dik23,zedifen,Magiclyan,Bortik322,oylm1234,zZZ-github-life,vrjure,jingyuLin1999,MARVEL001,aldington-david,aaa-aa-a,lymhlovesky,Just-Prog,MBRjun,Huaxidesu,Steve-337,gouduyao,miss-fang,AirFusion45,LYCX2015,Aloento,bdbai,wuranjia
sharetribe/flex-docs,SariSaar,thomas-rocca,thomasmalbaux,shareoc,Schwerbelastung,Luis-RG,froggo96,bladealslayer,Gnito,Kusti,,,,,,,,,,,,,,,,,,,,
shlomif/PySolFC,joeraz,Arthusppp,kingjon3377,delvydo,shlomif,littledog33,bjarkih1977,RichCat6,bps86,mlmatlock,Arcorann,RealVegOs,Anomalocaridid,,,,,,,,,,,,,,,,,
sidekiq/sidekiq,mperham,MrJoy,GSoustradeIceberg,tooney92,krasnoukhov,Script47,raybaxter,javierjulio,letiesperon,guizaols,skipkayhil,manu3569,mattalbright,taylorthurlow,Bhumika2015,gaffney,wjessop,Linuus,ioquatix,nateberkopec,mcheemaa,swiknaba,weilandia,fatkodima,kwugirl,krainboltgreene,pineman,sulleh,matteeyah,axelerator
